,var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t)
1762,0.35220125,0.04819277,0.13580246,0.56838906,0.327044
1763,0.327044,0.10843372,0.34567904,0.556231,0.33962262
1764,0.33962262,0.07831325,0.24074073,0.56231004,0.35220125
1765,0.35220125,0.04819277,0.13580246,0.56838906,0.327044
1766,0.327044,0.10843372,0.34567904,0.556231,0.30817607
1767,0.30817607,0.06024096,0.18518518,0.54711246,0.3207547
1768,0.3207547,0.04819277,0.13580246,0.55319154,0.30188677
1769,0.30188677,0.04819277,0.12345679,0.544073,0.20754716
1770,0.20754716,0.06024096,0.16049384,0.49848026,0.23584905
1771,0.23584905,0.06024096,0.154321,0.51215804,0.26415092
1772,0.26415092,0.06024096,0.14814816,0.5258359,0.34591192
1773,0.34591192,0.072289154,0.2962963,0.5653496,0.40880498
1774,0.40880498,0.08433735,0.32098764,0.5957447,0.38364777
1775,0.38364777,0.09638554,0.2962963,0.58358663,0.40251568
1776,0.40251568,0.06024096,0.20987655,0.5927052,0.33962262
1777,0.33962262,0.072289154,0.27160496,0.56231004,0.3506289
1778,0.3506289,0.072289154,0.25925928,0.5676292,0.3616352
1779,0.3616352,0.072289154,0.2469136,0.57294834,0.3726415
1780,0.3726415,0.072289154,0.2345679,0.5782675,0.38364777
1781,0.38364777,0.072289154,0.22222222,0.58358663,0.34591192
1782,0.34591192,0.06024096,0.18518518,0.5653496,0.36477986
1783,0.36477986,0.06024096,0.14814816,0.57446814,0.28930816
1784,0.28930816,0.072289154,0.16049384,0.5379939,0.31132075
1785,0.31132075,0.06626506,0.13580246,0.54863226,0.3333333
1786,0.3333333,0.06024096,0.11111112,0.5592705,0.34591192
1787,0.34591192,0.06024096,0.16049384,0.5653496,0.3144654
1788,0.3144654,0.06024096,0.17283951,0.550152,0.30188677
1789,0.30188677,0.04819277,0.14814816,0.544073,0.34591192
1790,0.34591192,0.06024096,0.18518518,0.5653496,0.35220125
1791,0.35220125,0.06425702,0.17283951,0.56838906,0.35849056
1792,0.35849056,0.0682731,0.16049384,0.5714286,0.36477986
1793,0.36477986,0.072289154,0.14814816,0.57446814,0.37735847
1794,0.37735847,0.036144577,0.09876543,0.5805471,0.2578616
1795,0.2578616,0.04819277,0.09876543,0.5227964,0.37735847
1796,0.37735847,0.06024096,0.13580246,0.5805471,0.28930816
1797,0.28930816,0.04819277,0.11111112,0.5379939,0.35220125
1798,0.35220125,0.06024096,0.13580246,0.56838906,0.33962262
1799,0.33962262,0.072289154,0.2345679,0.56231004,0.38364777
1800,0.38364777,0.06024096,0.17283951,0.58358663,0.40251568
1801,0.40251568,0.06024096,0.14814816,0.5927052,0.44025156
1802,0.44025156,0.04819277,0.14814816,0.61094224,0.37735847
1803,0.37735847,0.06024096,0.14814816,0.5805471,0.3207547
1804,0.3207547,0.06024096,0.12345679,0.55319154,0.33962262
1805,0.33962262,0.06024096,0.14814816,0.56231004,0.33647797
1806,0.33647797,0.06024096,0.1419753,0.5607903,0.3333333
1807,0.3333333,0.06024096,0.13580246,0.5592705,0.30817607
1808,0.30817607,0.04819277,0.12345679,0.54711246,0.29559746
1809,0.29559746,0.04819277,0.13580246,0.54103345,0.35849056
1810,0.35849056,0.04819277,0.12345679,0.5714286,0.26415092
1811,0.26415092,0.06024096,0.12345679,0.5258359,0.28301886
1812,0.28301886,0.04819277,0.08641975,0.5349544,0.27044025
1813,0.27044025,0.05421686,0.12962963,0.5288754,0.2578616
1814,0.2578616,0.06024096,0.17283951,0.5227964,0.27044025
1815,0.27044025,0.056224905,0.15637858,0.5288754,0.28301886
1816,0.28301886,0.052208826,0.13991772,0.5349544,0.29559746
1817,0.29559746,0.04819277,0.12345679,0.54103345,0.2327044
1818,0.2327044,0.06024096,0.18518518,0.5106383,0.2327044
1819,0.2327044,0.06024096,0.18518518,0.5106383,0.25471696
1820,0.25471696,0.06325301,0.19753085,0.5212766,0.27672955
1821,0.27672955,0.06626506,0.20987655,0.5319149,0.29874212
1822,0.29874212,0.06927711,0.22222222,0.5425532,0.3207547
1823,0.3207547,0.072289154,0.2345679,0.55319154,0.33962262
1824,0.33962262,0.06024096,0.16666667,0.56231004,0.35849056
1825,0.35849056,0.04819277,0.09876543,0.5714286,0.29559746
1826,0.29559746,0.06024096,0.16049384,0.54103345,0.26415092
1827,0.26415092,0.06024096,0.13580246,0.5258359,0.30817607
1828,0.30817607,0.06024096,0.13580246,0.54711246,0.2389937
1829,0.2389937,0.04819277,0.13580246,0.51367784,0.27672955
1830,0.27672955,0.04819277,0.09876543,0.5319149,0.24528301
1831,0.24528301,0.06024096,0.14814816,0.5167173,0.22012576
1832,0.22012576,0.04819277,0.14814816,0.5045593,0.18867925
1833,0.18867925,0.06024096,0.16049384,0.4893617,0.18238991
1834,0.18238991,0.06024096,0.16872428,0.48632222,0.17610061
1835,0.17610061,0.06024096,0.17695473,0.4832827,0.16981131
1836,0.16981131,0.06024096,0.18518518,0.48024318,0.21383646
1837,0.21383646,0.06024096,0.17283951,0.5015198,0.22012576
1838,0.22012576,0.036144577,0.09876543,0.5045593,0.20754716
1839,0.20754716,0.04819277,0.13580246,0.49848026,0.19496855
1840,0.19496855,0.04819277,0.12345679,0.49240124,0.16981131
1841,0.16981131,0.04819277,0.16049384,0.48024318,0.18238991
1842,0.18238991,0.04819277,0.12345679,0.48632222,0.13836476
1843,0.13836476,0.036144577,0.11111112,0.4650456,0.19496855
1844,0.19496855,0.04819277,0.16049384,0.49240124,0.22641507
1845,0.22641507,0.04819277,0.12345679,0.5075988,0.2327044
1846,0.2327044,0.04819277,0.12345679,0.5106383,0.2515723
1847,0.2515723,0.06024096,0.18518518,0.51975685,0.24318656
1848,0.24318656,0.056224905,0.16872428,0.51570415,0.23480082
1849,0.23480082,0.052208826,0.15226339,0.5116515,0.22641507
1850,0.22641507,0.04819277,0.13580246,0.5075988,0.2515723
1851,0.2515723,0.04819277,0.09876543,0.51975685,0.19496855
1852,0.19496855,0.04819277,0.12345679,0.49240124,0.1509434
1853,0.1509434,0.036144577,0.08641975,0.47112465,0.22012576
1854,0.22012576,0.06024096,0.17283951,0.5045593,0.21383646
1855,0.21383646,0.05421686,0.154321,0.5015198,0.20754716
1856,0.20754716,0.04819277,0.13580246,0.49848026,0.2515723
1857,0.2515723,0.04819277,0.11111112,0.51975685,0.22012576
1858,0.22012576,0.06024096,0.16049384,0.5045593,0.22641507
1859,0.22641507,0.06024096,0.18518518,0.5075988,0.18238991
1860,0.18238991,0.06024096,0.16049384,0.48632222,0.24528301
1861,0.24528301,0.06024096,0.18518518,0.5167173,0.22641507
1862,0.22641507,0.06024096,0.16049384,0.5075988,0.20754716
1863,0.20754716,0.06024096,0.13580246,0.49848026,0.22641507
1864,0.22641507,0.06024096,0.14814816,0.5075988,0.12578616
1865,0.12578616,0.04819277,0.12345679,0.45896658,0.19496855
1866,0.19496855,0.04819277,0.16049384,0.49240124,0.16981131
1867,0.16981131,0.06024096,0.17283951,0.48024318,0.18113205
1868,0.18113205,0.057831325,0.16790123,0.48571432,0.19245282
1869,0.19245282,0.055421688,0.16296299,0.49118543,0.20377359
1870,0.20377359,0.053012043,0.15802468,0.49665654,0.21509433
1871,0.21509433,0.050602406,0.15308641,0.50212765,0.22641507
1872,0.22641507,0.04819277,0.14814816,0.5075988,0.2389937
1873,0.2389937,0.05421686,0.16666667,0.51367784,0.2515723
1874,0.2515723,0.06024096,0.18518518,0.51975685,0.19496855
1875,0.19496855,0.04819277,0.14814816,0.49240124,0.20754716
1876,0.20754716,0.06024096,0.18518518,0.49848026,0.2389937
1877,0.2389937,0.06024096,0.17283951,0.51367784,0.22641507
1878,0.22641507,0.05421686,0.14814816,0.5075988,0.21383646
1879,0.21383646,0.04819277,0.12345679,0.5015198,0.1981132
1880,0.1981132,0.04819277,0.13580246,0.49392098,0.18238991
1881,0.18238991,0.04819277,0.14814816,0.48632222,0.20754716
1882,0.20754716,0.04819277,0.14814816,0.49848026,0.19496855
1883,0.19496855,0.072289154,0.20987655,0.49240124,0.2389937
1884,0.2389937,0.06024096,0.12345679,0.51367784,0.24528301
1885,0.24528301,0.04819277,0.11111112,0.5167173,0.28930816
1886,0.28930816,0.06024096,0.16049384,0.5379939,0.2578616
1887,0.2578616,0.04819277,0.09876543,0.5227964,0.2515723
1888,0.2515723,0.06024096,0.13580246,0.51975685,0.22012576
1889,0.22012576,0.04819277,0.09876543,0.5045593,0.163522
1890,0.163522,0.04819277,0.09876543,0.47720367,0.24528301
1891,0.24528301,0.06024096,0.19753085,0.5167173,0.26415092
1892,0.26415092,0.04819277,0.13580246,0.5258359,0.16981131
1893,0.16981131,0.072289154,0.22222222,0.48024318,0.2578616
1894,0.2578616,0.072289154,0.22222222,0.5227964,0.2389937
1895,0.2389937,0.072289154,0.2469136,0.51367784,0.22641507
1896,0.22641507,0.09638554,0.32098764,0.5075988,0.22012576
1897,0.22012576,0.08433735,0.2777778,0.5045593,0.21383646
1898,0.21383646,0.072289154,0.2345679,0.5015198,0.2389937
1899,0.2389937,0.072289154,0.2345679,0.51367784,0.2515723
1900,0.2515723,0.04819277,0.12345679,0.51975685,0.27672955
1901,0.27672955,0.072289154,0.22222222,0.5319149,0.27044025
1902,0.27044025,0.06024096,0.16049384,0.5288754,0.22012576
1903,0.22012576,0.036144577,0.074074075,0.5045593,0.20754716
1904,0.20754716,0.04819277,0.12345679,0.49848026,0.19496855
1905,0.19496855,0.06024096,0.17283951,0.49240124,0.27044025
1906,0.27044025,0.06024096,0.13580246,0.5288754,0.22012576
1907,0.22012576,0.04819277,0.13580246,0.5045593,0.26415092
1908,0.26415092,0.05421686,0.14814816,0.5258359,0.30817607
1909,0.30817607,0.06024096,0.16049384,0.54711246,0.27672955
1910,0.27672955,0.06024096,0.18518518,0.5319149,0.27044025
1911,0.27044025,0.072289154,0.21604939,0.5288754,0.26415092
1912,0.26415092,0.08433735,0.2469136,0.5258359,0.27672955
1913,0.27672955,0.072289154,0.22222222,0.5319149,0.3333333
1914,0.3333333,0.072289154,0.2469136,0.5592705,0.5723271
1915,0.5723271,0.10843372,0.34567904,0.0,0.37735847
1916,0.37735847,0.072289154,0.2469136,0.5805471,0.40880498
1917,0.40880498,0.09638554,0.3703704,0.5957447,0.3794549
1918,0.3794549,0.08835341,0.32510287,0.5815603,0.35010478
1919,0.35010478,0.08032128,0.2798354,0.5673759,0.3207547
1920,0.3207547,0.072289154,0.2345679,0.55319154,0.10691824
1921,0.10691824,0.072289154,0.22222222,0.42553192,0.27044025
1922,0.27044025,0.04819277,0.13580246,0.5288754,0.22012576
1923,0.22012576,0.06024096,0.20987655,0.5045593,0.2515723
1924,0.2515723,0.072289154,0.28395063,0.51975685,0.2578616
1925,0.2578616,0.08433735,0.30246913,0.5227964,0.26415092
1926,0.26415092,0.09638554,0.32098764,0.5258359,0.27044025
1927,0.27044025,0.072289154,0.25925928,0.5288754,0.28301886
1928,0.28301886,0.06024096,0.22222222,0.5349544,0.2578616
1929,0.2578616,0.06024096,0.17283951,0.5227964,0.2389937
1930,0.2389937,0.06024096,0.18518518,0.51367784,0.24109012
1931,0.24109012,0.06024096,0.18518518,0.514691,0.24318656
1932,0.24318656,0.06024096,0.18518518,0.51570415,0.24528301
1933,0.24528301,0.06024096,0.18518518,0.5167173,0.2578616
1934,0.2578616,0.06626506,0.22839506,0.5227964,0.27044025
1935,0.27044025,0.072289154,0.27160496,0.5288754,0.21383646
1936,0.21383646,0.072289154,0.2345679,0.5015198,0.28301886
1937,0.28301886,0.04819277,0.17283951,0.5349544,0.2578616
1938,0.2578616,0.06024096,0.18518518,0.5227964,0.2389937
1939,0.2389937,0.04819277,0.18518518,0.51367784,0.2327044
1940,0.2327044,0.04819277,0.16049384,0.5106383,0.29559746
1941,0.29559746,0.06024096,0.19753085,0.54103345,0.26415092
1942,0.26415092,0.072289154,0.25925928,0.5258359,0.24528301
1943,0.24528301,0.072289154,0.2345679,0.5167173,0.29559746
1944,0.29559746,0.09638554,0.35802472,0.54103345,0.28301886
1945,0.28301886,0.06024096,0.17283951,0.5349544,0.27672955
1946,0.27672955,0.09638554,0.30864197,0.5319149,0.3207547
1947,0.3207547,0.09638554,0.3703704,0.55319154,0.37735847
1948,0.37735847,0.072289154,0.2469136,0.5805471,0.33962262
1949,0.33962262,0.09638554,0.3703704,0.56231004,0.37106916
1950,0.37106916,0.072289154,0.2469136,0.5775076,0.3207547
1951,0.3207547,0.09638554,0.3333333,0.55319154,0.28301886
1952,0.28301886,0.09638554,0.3703704,0.5349544,0.3144654
1953,0.3144654,0.10240963,0.39506173,0.550152,0.34591192
1954,0.34591192,0.10843372,0.41975313,0.5653496,0.38364777
1955,0.38364777,0.10843372,0.4074074,0.58358663,0.327044
1956,0.327044,0.10843372,0.4074074,0.556231,0.33962262
1957,0.33962262,0.08433735,0.39506173,0.56231004,0.35220125
1958,0.35220125,0.08433735,0.39506173,0.56838906,0.30188677
1959,0.30188677,0.08433735,0.38271606,0.544073,0.2924528
1960,0.2924528,0.090361446,0.38271606,0.5395137,0.28301886
1961,0.28301886,0.09638554,0.38271606,0.5349544,0.3207547
1962,0.3207547,0.090361446,0.35802472,0.55319154,0.35849056
1963,0.35849056,0.08433735,0.3333333,0.5714286,0.37106916
1964,0.37106916,0.10843372,0.41975313,0.5775076,0.22012576
1965,0.22012576,0.072289154,0.2962963,0.5045593,0.2327044
1966,0.2327044,0.07630521,0.30041152,0.5106383,0.24528301
1967,0.24528301,0.08032128,0.30452675,0.5167173,0.2578616
1968,0.2578616,0.08433735,0.30864197,0.5227964,0.27672955
1969,0.27672955,0.09638554,0.3333333,0.5319149,0.2578616
1970,0.2578616,0.08433735,0.25925928,0.5227964,0.22641507
1971,0.22641507,0.072289154,0.27160496,0.5075988,0.29559746
1972,0.29559746,0.072289154,0.2469136,0.54103345,0.30817607
1973,0.30817607,0.072289154,0.27160496,0.54711246,0.31761006
1974,0.31761006,0.08433735,0.3333333,0.55167174,0.327044
1975,0.327044,0.09638554,0.39506173,0.556231,0.29559746
1976,0.29559746,0.08433735,0.28395063,0.54103345,0.26415092
1977,0.26415092,0.08433735,0.28395063,0.5258359,0.28930816
1978,0.28930816,0.10843372,0.4320988,0.5379939,0.24528301
1979,0.24528301,0.06024096,0.13580246,0.5167173,0.22012576
1980,0.22012576,0.04819277,0.13580246,0.5045593,0.24213836
1981,0.24213836,0.06626506,0.20370372,0.5151976,0.26415092
1982,0.26415092,0.08433735,0.27160496,0.5258359,0.46540877
1983,0.46540877,0.072289154,0.19753085,0.6231003,0.2327044
1984,0.2327044,0.06024096,0.18518518,0.5106383,0.16981131
1985,0.16981131,0.036144577,0.16049384,0.48024318,0.28301886
1986,0.28301886,0.09638554,0.38271606,0.5349544,0.27672955
1987,0.27672955,0.09638554,0.4074074,0.5319149,0.29874212
1988,0.29874212,0.09638554,0.4074074,0.5425532,0.3207547
1989,0.3207547,0.09638554,0.4074074,0.55319154,0.30188677
1990,0.30188677,0.09638554,0.35802472,0.544073,0.28301886
1991,0.28301886,0.06024096,0.22222222,0.5349544,0.22641507
1992,0.22641507,0.06024096,0.18518518,0.5075988,0.2389937
1993,0.2389937,0.09638554,0.35802472,0.51367784,0.21383646
1994,0.21383646,0.06024096,0.20987655,0.5015198,0.2327044
1995,0.2327044,0.06024096,0.19135801,0.5106383,0.2515723
1996,0.2515723,0.06024096,0.17283951,0.51975685,0.22641507
1997,0.22641507,0.06024096,0.20987655,0.5075988,0.30188677
1998,0.30188677,0.10843372,0.3333333,0.544073,0.26415092
1999,0.26415092,0.09638554,0.3703704,0.5258359,0.2327044
2000,0.2327044,0.10843372,0.39506173,0.5106383,0.2578616
2001,0.2578616,0.09638554,0.35802472,0.5227964,0.28301886
2002,0.28301886,0.08433735,0.32098764,0.5349544,0.30817607
2003,0.30817607,0.072289154,0.28395063,0.54711246,0.3207547
2004,0.3207547,0.08433735,0.32098764,0.55319154,0.2515723
2005,0.2515723,0.08433735,0.30864197,0.51975685,0.22641507
2006,0.22641507,0.08433735,0.32098764,0.5075988,0.2389937
2007,0.2389937,0.072289154,0.28395063,0.51367784,0.19496855
2008,0.19496855,0.06024096,0.22222222,0.49240124,0.19916141
2009,0.19916141,0.0682731,0.2345679,0.49442756,0.20335427
2010,0.20335427,0.07630521,0.2469136,0.4964539,0.20754716
2011,0.20754716,0.08433735,0.25925928,0.49848026,0.21383646
2012,0.21383646,0.08433735,0.35802472,0.5015198,0.24528301
2013,0.24528301,0.09638554,0.3703704,0.5167173,0.20754716
2014,0.20754716,0.08433735,0.32098764,0.49848026,0.24528301
2015,0.24528301,0.08433735,0.28395063,0.5167173,0.2389937
2016,0.2389937,0.07831325,0.2777778,0.51367784,0.2327044
2017,0.2327044,0.072289154,0.27160496,0.5106383,0.22012576
2018,0.22012576,0.08433735,0.2962963,0.5045593,0.20754716
2019,0.20754716,0.06024096,0.18518518,0.49848026,0.16981131
2020,0.16981131,0.072289154,0.22222222,0.48024318,0.2389937
2021,0.2389937,0.072289154,0.19753085,0.51367784,0.20754716
2022,0.20754716,0.06024096,0.22222222,0.49848026,0.20125785
2023,0.20125785,0.06024096,0.19753085,0.49544075,0.19496855
2024,0.19496855,0.06024096,0.17283951,0.49240124,0.2327044
2025,0.2327044,0.10843372,0.41975313,0.5045593,0.2515723
2026,0.2515723,0.09638554,0.44444448,0.5106383,0.21383646
2027,0.21383646,0.09638554,0.3703704,0.5015198,0.27672955
2028,0.27672955,0.072289154,0.20987655,0.5319149,0.2327044
2029,0.2327044,0.08433735,0.32098764,0.5106383,0.2515723
2030,0.2515723,0.072289154,0.26543212,0.51975685,0.27044025
2031,0.27044025,0.06024096,0.20987655,0.5288754,0.2327044
2032,0.2327044,0.06024096,0.17283951,0.5106383,0.27672955
2033,0.27672955,0.072289154,0.2469136,0.5319149,0.22641507
2034,0.22641507,0.06024096,0.22222222,0.5075988,0.26415092
2035,0.26415092,0.09638554,0.39506173,0.5258359,0.28930816
2036,0.28930816,0.10843372,0.39506173,0.5379939,0.25471696
2037,0.25471696,0.10240963,0.37654322,0.5212766,0.22012576
2038,0.22012576,0.09638554,0.35802472,0.5045593,0.2389937
2039,0.2389937,0.08433735,0.30864197,0.51367784,0.22327042
2040,0.22327042,0.06626506,0.2345679,0.5060791,0.20754716
2041,0.20754716,0.04819277,0.16049384,0.49848026,0.17610061
2042,0.17610061,0.06024096,0.19753085,0.4832827,0.2515723
2043,0.2515723,0.08433735,0.34567904,0.51975685,0.28301886
2044,0.28301886,0.090361446,0.4074074,0.5349544,0.3144654
2045,0.3144654,0.09638554,0.46913582,0.550152,0.28301886
2046,0.28301886,0.08835341,0.39506173,0.5349544,0.2515723
2047,0.2515723,0.08032128,0.32098764,0.51975685,0.22012576
2048,0.22012576,0.072289154,0.2469136,0.5045593,0.2327044
2049,0.2327044,0.08433735,0.28395063,0.5106383,0.24528301
2050,0.24528301,0.09638554,0.32098764,0.5167173,0.22955975
2051,0.22955975,0.09638554,0.3333333,0.50911856,0.21383646
2052,0.21383646,0.09638554,0.34567904,0.5015198,0.22012576
2053,0.22012576,0.08433735,0.2962963,0.5045593,0.20754716
2054,0.20754716,0.06024096,0.18518518,0.49848026,0.21383646
2055,0.21383646,0.08433735,0.27160496,0.5015198,0.327044
2056,0.327044,0.072289154,0.19753085,0.556231,0.2327044
2057,0.2327044,0.072289154,0.25925928,0.5106383,0.2578616
2058,0.2578616,0.06024096,0.19135801,0.5227964,0.28301886
2059,0.28301886,0.04819277,0.12345679,0.5349544,0.30817607
2060,0.30817607,0.08433735,0.30864197,0.54711246,0.24842766
2061,0.24842766,0.07831325,0.2962963,0.5182371,0.18867925
2062,0.18867925,0.072289154,0.28395063,0.4893617,0.19496855
2063,0.19496855,0.072289154,0.25925928,0.49240124,0.20754716
2064,0.20754716,0.08433735,0.27160496,0.49848026,0.22641507
2065,0.22641507,0.08433735,0.30864197,0.5075988,0.24528301
2066,0.24528301,0.08433735,0.34567904,0.5167173,0.2578616
2067,0.2578616,0.09638554,0.35802472,0.5227964,0.21383646
2068,0.21383646,0.072289154,0.25925928,0.5015198,0.24213836
2069,0.24213836,0.090361446,0.30246913,0.5151976,0.27044025
2070,0.27044025,0.10843372,0.34567904,0.5288754,0.2327044
2071,0.2327044,0.08433735,0.30864197,0.5106383,0.23584905
2072,0.23584905,0.090361446,0.32716048,0.51215804,0.2389937
2073,0.2389937,0.09638554,0.34567904,0.51367784,0.17610061
2074,0.17610061,0.06024096,0.19753085,0.4832827,0.24528301
2075,0.24528301,0.06024096,0.22222222,0.5167173,0.22012576
2076,0.22012576,0.06024096,0.17283951,0.5045593,0.2389937
2077,0.2389937,0.06024096,0.19753085,0.51367784,0.2578616
2078,0.2578616,0.04819277,0.19753085,0.5227964,0.26100627
2079,0.26100627,0.05421686,0.21604939,0.52431613,0.26415092
2080,0.26415092,0.06024096,0.2345679,0.5258359,0.27672955
2081,0.27672955,0.06024096,0.28395063,0.5319149,0.327044
2082,0.327044,0.05421686,0.20987655,0.556231,0.37735847
2083,0.37735847,0.04819277,0.13580246,0.5805471,0.2515723
2084,0.2515723,0.036144577,0.18518518,0.51975685,0.22012576
2085,0.22012576,0.036144577,0.14814816,0.5045593,0.23584905
2086,0.23584905,0.042168677,0.154321,0.51215804,0.2515723
2087,0.2515723,0.04819277,0.16049384,0.51975685,0.20754716
2088,0.20754716,0.036144577,0.11111112,0.49848026,0.2389937
2089,0.2389937,0.042168677,0.12345679,0.51367784,0.27044025
2090,0.27044025,0.04819277,0.13580246,0.5288754,0.20754716
2091,0.20754716,0.04819277,0.16049384,0.49848026,0.22012576
2092,0.22012576,0.04819277,0.16049384,0.5045593,0.2578616
2093,0.2578616,0.04819277,0.16049384,0.5227964,0.22641507
2094,0.22641507,0.036144577,0.12345679,0.5075988,0.21383646
2095,0.21383646,0.036144577,0.11111112,0.5015198,0.27672955
2096,0.27672955,0.04819277,0.13580246,0.5319149,0.20754716
2097,0.20754716,0.04819277,0.14814816,0.49848026,0.2327044
2098,0.2327044,0.036144577,0.11111112,0.5106383,0.22012576
2099,0.22012576,0.036144577,0.13580246,0.5045593,0.18238991
2100,0.18238991,0.036144577,0.12345679,0.48632222,0.14465407
2101,0.14465407,0.036144577,0.11111112,0.4680851,0.22012576
2102,0.22012576,0.06024096,0.27160496,0.5045593,0.33962262
2103,0.33962262,0.072289154,0.27160496,0.56231004,0.2924528
2104,0.2924528,0.06024096,0.20987655,0.5395137,0.24528301
2105,0.24528301,0.04819277,0.14814816,0.5167173,0.22641507
2106,0.22641507,0.04819277,0.14814816,0.5075988,0.2389937
2107,0.2389937,0.051204816,0.154321,0.51367784,0.2515723
2108,0.2515723,0.05421686,0.16049384,0.51975685,0.26415092
2109,0.26415092,0.057228915,0.16666667,0.5258359,0.27672955
2110,0.27672955,0.06024096,0.17283951,0.5319149,0.30817607
2111,0.30817607,0.04819277,0.17283951,0.54711246,0.34591192
2112,0.34591192,0.04819277,0.11111112,0.5653496,0.35849056
2113,0.35849056,0.04819277,0.13580246,0.5714286,0.3144654
2114,0.3144654,0.036144577,0.12345679,0.550152,0.35220125
2115,0.35220125,0.04819277,0.13580246,0.56838906,0.327044
2116,0.327044,0.05421686,0.19753085,0.556231,0.30188677
2117,0.30188677,0.06024096,0.25925928,0.544073,0.2578616
2118,0.2578616,0.036144577,0.12345679,0.5227964,0.26100627
2119,0.26100627,0.042168677,0.12962963,0.52431613,0.26415092
2120,0.26415092,0.04819277,0.13580246,0.5258359,0.22641507
2121,0.22641507,0.04819277,0.14814816,0.5075988,0.2578616
2122,0.2578616,0.04819277,0.12345679,0.5227964,0.30188677
2123,0.30188677,0.04819277,0.14814816,0.544073,0.3144654
2124,0.3144654,0.04819277,0.17283951,0.550152,0.28301886
2125,0.28301886,0.036144577,0.16049384,0.5349544,0.33962262
2126,0.33962262,0.036144577,0.14814816,0.56231004,0.2515723
2127,0.2515723,0.036144577,0.09876543,0.51975685,0.27044025
2128,0.27044025,0.036144577,0.117283955,0.5288754,0.28930816
2129,0.28930816,0.036144577,0.13580246,0.5379939,0.27044025
2130,0.27044025,0.024096385,0.11111112,0.5288754,0.29559746
2131,0.29559746,0.024096385,0.09876543,0.54103345,0.3207547
2132,0.3207547,0.06024096,0.2345679,0.55319154,0.27672955
2133,0.27672955,0.036144577,0.17283951,0.5319149,0.2515723
2134,0.2515723,0.04819277,0.19753085,0.51975685,0.27044025
2135,0.27044025,0.04819277,0.19135801,0.5288754,0.28930816
2136,0.28930816,0.04819277,0.18518518,0.5379939,0.26415092
2137,0.26415092,0.04819277,0.22222222,0.5258359,0.28930816
2138,0.28930816,0.042168677,0.14814816,0.5379939,0.3144654
2139,0.3144654,0.036144577,0.074074075,0.550152,0.21383646
2140,0.21383646,0.036144577,0.12345679,0.5015198,0.22641507
2141,0.22641507,0.036144577,0.11111112,0.5075988,0.30817607
2142,0.30817607,0.042168677,0.12345679,0.54711246,0.38993707
2143,0.38993707,0.04819277,0.13580246,0.5866262,0.34591192
2144,0.34591192,0.04819277,0.16049384,0.5653496,0.2578616
2145,0.2578616,0.036144577,0.13580246,0.5227964,0.35220125
2146,0.35220125,0.04819277,0.13580246,0.56838906,0.3144654
2147,0.3144654,0.072289154,0.2962963,0.550152,0.2389937
2148,0.2389937,0.072289154,0.22222222,0.51367784,0.2751572
2149,0.2751572,0.072289154,0.2345679,0.53115505,0.31132075
2150,0.31132075,0.072289154,0.2469136,0.54863226,0.34748426
2151,0.34748426,0.072289154,0.25925928,0.5661094,0.38364777
2152,0.38364777,0.072289154,0.27160496,0.58358663,0.27044025
2153,0.27044025,0.06024096,0.2345679,0.5288754,0.26100627
2154,0.26100627,0.058232926,0.22222222,0.52431613,0.2515723
2155,0.2515723,0.056224905,0.20987655,0.51975685,0.24213836
2156,0.24213836,0.05421686,0.19753085,0.5151976,0.2327044
2157,0.2327044,0.052208826,0.18518518,0.5106383,0.22327042
2158,0.22327042,0.050200805,0.17283951,0.5060791,0.21383646
2159,0.21383646,0.04819277,0.16049384,0.5015198,0.20754716
2160,0.20754716,0.04819277,0.16049384,0.49848026,0.22641507
2161,0.22641507,0.04819277,0.17283951,0.5075988,0.2327044
2162,0.2327044,0.056224905,0.21399178,0.5106383,0.2389937
2163,0.2389937,0.06425702,0.255144,0.51367784,0.24528301
2164,0.24528301,0.072289154,0.2962963,0.5167173,0.22012576
2165,0.22012576,0.036144577,0.17283951,0.5045593,0.22536686
2166,0.22536686,0.038152605,0.17283951,0.50709224,0.23060796
2167,0.23060796,0.04016064,0.17283951,0.50962514,0.23584905
2168,0.23584905,0.042168677,0.17283951,0.51215804,0.24109012
2169,0.24109012,0.044176705,0.17283951,0.514691,0.24633124
2170,0.24633124,0.04618474,0.17283951,0.51722395,0.2515723
2171,0.2515723,0.04819277,0.17283951,0.51975685,0.20754716
2172,0.20754716,0.036144577,0.11111112,0.49848026,0.24528301
2173,0.24528301,0.04819277,0.19753085,0.5167173,0.2578616
2174,0.2578616,0.06024096,0.13580246,0.5227964,0.22641507
2175,0.22641507,0.072289154,0.28395063,0.5075988,0.27044025
2176,0.27044025,0.072289154,0.28395063,0.5288754,0.27672955
2177,0.27672955,0.06626506,0.20987655,0.5319149,0.28301886
2178,0.28301886,0.06024096,0.13580246,0.5349544,0.27672955
2179,0.27672955,0.04819277,0.13580246,0.5319149,0.24528301
2180,0.24528301,0.04819277,0.14814816,0.5167173,0.2327044
2181,0.2327044,0.04819277,0.14814816,0.5106383,0.163522
2182,0.163522,0.024096385,0.074074075,0.47720367,0.18238991
2183,0.18238991,0.024096385,0.08641975,0.48632222,0.17610061
2184,0.17610061,0.036144577,0.11111112,0.4832827,0.16981131
2185,0.16981131,0.04819277,0.13580246,0.48024318,0.20754716
